n,"Date Time, GMT-04:00",Temp ,Treat,Rep
476,04/19/18 06:10:00 PM,31.472,Heat,D
477,04/19/18 06:20:00 PM,31.574,Heat,D
478,04/19/18 06:30:00 PM,31.574,Heat,D
479,04/19/18 06:40:00 PM,31.574,Heat,D
480,04/19/18 06:50:00 PM,31.676,Heat,D
481,04/19/18 07:00:00 PM,31.676,Heat,D
482,04/19/18 07:10:00 PM,31.676,Heat,D
483,04/19/18 07:20:00 PM,31.676,Heat,D
484,04/19/18 07:30:00 PM,31.676,Heat,D
485,04/19/18 07:40:00 PM,31.778,Heat,D
486,04/19/18 07:50:00 PM,31.676,Heat,D
487,04/19/18 08:00:00 PM,31.676,Heat,D
488,04/19/18 08:10:00 PM,31.778,Heat,D
489,04/19/18 08:20:00 PM,31.778,Heat,D
490,04/19/18 08:30:00 PM,31.676,Heat,D
491,04/19/18 08:40:00 PM,31.676,Heat,D
492,04/19/18 08:50:00 PM,31.778,Heat,D
493,04/19/18 09:00:00 PM,31.778,Heat,D
494,04/19/18 09:10:00 PM,31.676,Heat,D
495,04/19/18 09:20:00 PM,31.778,Heat,D
496,04/19/18 09:30:00 PM,31.88,Heat,D
497,04/19/18 09:40:00 PM,31.778,Heat,D
498,04/19/18 09:50:00 PM,31.778,Heat,D
499,04/19/18 10:00:00 PM,31.778,Heat,D
500,04/19/18 10:10:00 PM,31.88,Heat,D
501,04/19/18 10:20:00 PM,31.778,Heat,D
502,04/19/18 10:30:00 PM,31.778,Heat,D
503,04/19/18 10:40:00 PM,31.778,Heat,D
504,04/19/18 10:50:00 PM,31.778,Heat,D
505,04/19/18 11:00:00 PM,31.778,Heat,D
506,04/19/18 11:10:00 PM,31.778,Heat,D
507,04/19/18 11:20:00 PM,31.778,Heat,D
508,04/19/18 11:30:00 PM,31.778,Heat,D
509,04/19/18 11:40:00 PM,31.676,Heat,D
510,04/19/18 11:50:00 PM,31.778,Heat,D
511,04/20/18 12:00:00 AM,31.778,Heat,D
512,04/20/18 12:10:00 AM,31.676,Heat,D
