n,"Date Time, GMT-04:00",Temp,Treat,Rep
369,04/19/18 12:20:00 AM,32.911,Heat,E
370,04/19/18 12:30:00 AM,32.807,Heat,E
371,04/19/18 12:40:00 AM,32.911,Heat,E
372,04/19/18 12:50:00 AM,32.911,Heat,E
373,04/19/18 01:00:00 AM,32.911,Heat,E
374,04/19/18 01:10:00 AM,32.911,Heat,E
375,04/19/18 01:20:00 AM,32.911,Heat,E
376,04/19/18 01:30:00 AM,32.911,Heat,E
377,04/19/18 01:40:00 AM,32.911,Heat,E
378,04/19/18 01:50:00 AM,32.911,Heat,E
379,04/19/18 02:00:00 AM,32.911,Heat,E
380,04/19/18 02:10:00 AM,32.911,Heat,E
381,04/19/18 02:20:00 AM,32.911,Heat,E
382,04/19/18 02:30:00 AM,32.911,Heat,E
383,04/19/18 02:40:00 AM,32.911,Heat,E
384,04/19/18 02:50:00 AM,33.014,Heat,E
385,04/19/18 03:00:00 AM,32.911,Heat,E
386,04/19/18 03:10:00 AM,32.911,Heat,E
387,04/19/18 03:20:00 AM,32.911,Heat,E
388,04/19/18 03:30:00 AM,32.911,Heat,E
389,04/19/18 03:40:00 AM,32.911,Heat,E
390,04/19/18 03:50:00 AM,32.911,Heat,E
391,04/19/18 04:00:00 AM,33.014,Heat,E
392,04/19/18 04:10:00 AM,32.911,Heat,E
393,04/19/18 04:20:00 AM,33.014,Heat,E
394,04/19/18 04:30:00 AM,33.014,Heat,E
395,04/19/18 04:40:00 AM,32.911,Heat,E
396,04/19/18 04:50:00 AM,32.911,Heat,E
397,04/19/18 05:00:00 AM,33.014,Heat,E
398,04/19/18 05:10:00 AM,32.911,Heat,E
399,04/19/18 05:20:00 AM,32.911,Heat,E
400,04/19/18 05:30:00 AM,33.014,Heat,E
401,04/19/18 05:40:00 AM,33.014,Heat,E
402,04/19/18 05:50:00 AM,32.911,Heat,E
403,04/19/18 06:00:00 AM,33.014,Heat,E
404,04/19/18 06:10:00 AM,33.014,Heat,E
405,04/19/18 06:20:00 AM,32.911,Heat,E
406,04/19/18 06:30:00 AM,33.014,Heat,E
407,04/19/18 06:40:00 AM,33.014,Heat,E
408,04/19/18 06:50:00 AM,32.911,Heat,E
409,04/19/18 07:00:00 AM,33.014,Heat,E
410,04/19/18 07:10:00 AM,33.014,Heat,E
411,04/19/18 07:20:00 AM,32.911,Heat,E
412,04/19/18 07:30:00 AM,33.014,Heat,E
413,04/19/18 07:40:00 AM,33.014,Heat,E
414,04/19/18 07:50:00 AM,32.911,Heat,E
415,04/19/18 08:00:00 AM,33.014,Heat,E
416,04/19/18 08:10:00 AM,32.911,Heat,E
417,04/19/18 08:20:00 AM,32.911,Heat,E
418,04/19/18 08:30:00 AM,32.911,Heat,E
419,04/19/18 08:40:00 AM,32.911,Heat,E
420,04/19/18 08:50:00 AM,32.807,Heat,E
421,04/19/18 09:00:00 AM,33.014,Heat,E
422,04/19/18 09:10:00 AM,32.911,Heat,E
423,04/19/18 09:20:00 AM,32.911,Heat,E
424,04/19/18 09:30:00 AM,33.014,Heat,E
425,04/19/18 09:40:00 AM,32.911,Heat,E
426,04/19/18 09:50:00 AM,33.014,Heat,E
427,04/19/18 10:00:00 AM,32.911,Heat,E
428,04/19/18 10:10:00 AM,33.014,Heat,E
429,04/19/18 10:20:00 AM,33.014,Heat,E
430,04/19/18 10:30:00 AM,33.014,Heat,E
431,04/19/18 10:40:00 AM,33.118,Heat,E
432,04/19/18 10:50:00 AM,33.014,Heat,E
433,04/19/18 11:00:00 AM,33.014,Heat,E
434,04/19/18 11:10:00 AM,33.014,Heat,E
435,04/19/18 11:20:00 AM,33.014,Heat,E
436,04/19/18 11:30:00 AM,33.014,Heat,E
437,04/19/18 11:40:00 AM,33.014,Heat,E
438,04/19/18 11:50:00 AM,33.014,Heat,E
439,04/19/18 12:00:00 PM,33.118,Heat,E
440,04/19/18 12:10:00 PM,33.014,Heat,E
441,04/19/18 12:20:00 PM,33.014,Heat,E
442,04/19/18 12:30:00 PM,33.118,Heat,E
443,04/19/18 12:40:00 PM,33.014,Heat,E
444,04/19/18 12:50:00 PM,33.014,Heat,E
445,04/19/18 01:00:00 PM,33.014,Heat,E
446,04/19/18 01:10:00 PM,33.014,Heat,E
447,04/19/18 01:20:00 PM,33.014,Heat,E
448,04/19/18 01:30:00 PM,33.118,Heat,E
449,04/19/18 01:40:00 PM,33.118,Heat,E
450,04/19/18 01:50:00 PM,33.222,Heat,E
451,04/19/18 02:00:00 PM,33.222,Heat,E
452,04/19/18 02:10:00 PM,33.118,Heat,E
453,04/19/18 02:20:00 PM,33.222,Heat,E
454,04/19/18 02:30:00 PM,33.222,Heat,E
455,04/19/18 02:40:00 PM,33.326,Heat,E
456,04/19/18 02:50:00 PM,33.326,Heat,E
457,04/19/18 03:00:00 PM,33.222,Heat,E
458,04/19/18 03:10:00 PM,33.326,Heat,E
459,04/19/18 03:20:00 PM,33.326,Heat,E
460,04/19/18 03:30:00 PM,33.326,Heat,E
461,04/19/18 03:40:00 PM,33.43,Heat,E
462,04/19/18 03:50:00 PM,33.43,Heat,E
463,04/19/18 04:00:00 PM,33.43,Heat,E
464,04/19/18 04:10:00 PM,33.326,Heat,E
465,04/19/18 04:20:00 PM,33.118,Heat,E
466,04/19/18 04:30:00 PM,33.222,Heat,E
467,04/19/18 04:40:00 PM,33.118,Heat,E
468,04/19/18 04:50:00 PM,33.014,Heat,E
469,04/19/18 05:00:00 PM,33.014,Heat,E
470,04/19/18 05:10:00 PM,33.118,Heat,E
471,04/19/18 05:20:00 PM,32.911,Heat,E
472,04/19/18 05:30:00 PM,33.014,Heat,E
473,04/19/18 05:40:00 PM,32.704,Heat,E
474,04/19/18 05:50:00 PM,32.6,Heat,E
475,04/19/18 06:00:00 PM,32.6,Heat,E
476,04/19/18 06:10:00 PM,32.6,Heat,E
477,04/19/18 06:20:00 PM,32.6,Heat,E
478,04/19/18 06:30:00 PM,32.497,Heat,E
479,04/19/18 06:40:00 PM,32.6,Heat,E
480,04/19/18 06:50:00 PM,32.6,Heat,E
481,04/19/18 07:00:00 PM,32.497,Heat,E
482,04/19/18 07:10:00 PM,32.6,Heat,E
483,04/19/18 07:20:00 PM,32.6,Heat,E
484,04/19/18 07:30:00 PM,32.497,Heat,E
485,04/19/18 07:40:00 PM,32.497,Heat,E
486,04/19/18 07:50:00 PM,32.6,Heat,E
487,04/19/18 08:00:00 PM,32.6,Heat,E
488,04/19/18 08:10:00 PM,32.497,Heat,E
489,04/19/18 08:20:00 PM,32.6,Heat,E
490,04/19/18 08:30:00 PM,32.6,Heat,E
491,04/19/18 08:40:00 PM,32.497,Heat,E
492,04/19/18 08:50:00 PM,32.6,Heat,E
493,04/19/18 09:00:00 PM,32.6,Heat,E
494,04/19/18 09:10:00 PM,32.6,Heat,E
495,04/19/18 09:20:00 PM,32.6,Heat,E
496,04/19/18 09:30:00 PM,32.6,Heat,E
497,04/19/18 09:40:00 PM,32.6,Heat,E
498,04/19/18 09:50:00 PM,32.6,Heat,E
499,04/19/18 10:00:00 PM,32.704,Heat,E
500,04/19/18 10:10:00 PM,32.704,Heat,E
501,04/19/18 10:20:00 PM,32.704,Heat,E
502,04/19/18 10:30:00 PM,32.704,Heat,E
503,04/19/18 10:40:00 PM,32.807,Heat,E
504,04/19/18 10:50:00 PM,32.807,Heat,E
505,04/19/18 11:00:00 PM,32.704,Heat,E
506,04/19/18 11:10:00 PM,32.911,Heat,E
507,04/19/18 11:20:00 PM,32.911,Heat,E
508,04/19/18 11:30:00 PM,32.807,Heat,E
509,04/19/18 11:40:00 PM,32.911,Heat,E
510,04/19/18 11:50:00 PM,32.911,Heat,E
511,04/20/18 12:00:00 AM,32.911,Heat,E
512,04/20/18 12:10:00 AM,32.807,Heat,E
